Stop Name,Stop ID,Schedule,,,,,,,,,,,,,,,,,,,,
Gordon St. at Kortright Rd. ,0510, - ,9:33 AM,10:03 AM,10:33 AM,11:03 AM,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:33 PM,3:03 PM,3:33 PM,4:03 PM,4:33 PM,5:03 PM,5:33 PM,6:03 PM,6:33 PM,7:03 PM
Gordon St. at Harts Lane,0511, - ,9:33 AM,10:03 AM,10:33 AM,11:03 AM,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:33 PM,3:03 PM,3:33 PM,4:03 PM,4:33 PM,5:03 PM,5:33 PM,6:03 PM,6:33 PM,7:03 PM
1155 Gordon St. ,0512, - ,9:33 AM,10:03 AM,10:33 AM,11:03 AM,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:33 PM,3:03 PM,3:33 PM,4:03 PM,4:33 PM,5:03 PM,5:33 PM,6:03 PM,6:33 PM,7:03 PM
Gordon St. at Edinburgh Rd. S.,0513, - ,9:33 AM,10:03 AM,10:33 AM,11:03 AM,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:33 PM,3:03 PM,3:33 PM,4:03 PM,4:33 PM,5:03 PM,5:33 PM,6:03 PM,6:33 PM,7:03 PM
Arkell Rd. at Gordon St. ,0514, - ,9:33 AM,10:03 AM,10:33 AM,11:03 AM,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:33 PM,3:03 PM,3:33 PM,4:03 PM,4:33 PM,5:03 PM,5:33 PM,6:03 PM,6:33 PM,7:03 PM
Arkell Rd. at Ridgeway Ave.,0515, - ,9:33 AM,10:03 AM,10:33 AM,11:03 AM,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:33 PM,3:03 PM,3:33 PM,4:03 PM,4:33 PM,5:03 PM,5:33 PM,6:03 PM,6:33 PM,7:03 PM
Summerfield Dr. at Amsterdam Cres.,0516, - ,9:37 AM,10:07 AM,10:37 AM,11:07 AM,11:37 AM,12:07 PM,12:37 PM,1:07 PM,1:37 PM,2:07 PM,2:37 PM,3:07 PM,3:37 PM,4:07 PM,4:37 PM,5:07 PM,5:37 PM,6:07 PM,6:37 PM,7:07 PM
Summerfield Dr. at Cummings Crt.,0517, - ,9:37 AM,10:07 AM,10:37 AM,11:07 AM,11:37 AM,12:07 PM,12:37 PM,1:07 PM,1:37 PM,2:07 PM,2:37 PM,3:07 PM,3:37 PM,4:07 PM,4:37 PM,5:07 PM,5:37 PM,6:07 PM,6:37 PM,7:07 PM
Summerfield Dr. at Bright Lane,0518, - ,9:37 AM,10:07 AM,10:37 AM,11:07 AM,11:37 AM,12:07 PM,12:37 PM,1:07 PM,1:37 PM,2:07 PM,2:37 PM,3:07 PM,3:37 PM,4:07 PM,4:37 PM,5:07 PM,5:37 PM,6:07 PM,6:37 PM,7:07 PM
Summerfield Dr. at Victoria Rd. S.,0519, - ,9:37 AM,10:07 AM,10:37 AM,11:07 AM,11:37 AM,12:07 PM,12:37 PM,1:07 PM,1:37 PM,2:07 PM,2:37 PM,3:07 PM,3:37 PM,4:07 PM,4:37 PM,5:07 PM,5:37 PM,6:07 PM,6:37 PM,7:07 PM
Frederick Dr. at Waterford Dr. ,0520,9:11 AM,9:41 AM,10:11 AM,10:41 AM,11:11 AM,11:41 AM,12:11 PM,12:41 PM,1:11 PM,1:41 PM,2:11 PM,2:41 PM,3:11 PM,3:41 PM,4:11 PM,4:41 PM,5:11 PM,5:41 PM,6:11 PM,6:41 PM,7:11 PM
Goodwin Dr. at Ray Cres.,0521,9:11 AM,9:41 AM,10:11 AM,10:41 AM,11:11 AM,11:41 AM,12:11 PM,12:41 PM,1:11 PM,1:41 PM,2:11 PM,2:41 PM,3:11 PM,3:41 PM,4:11 PM,4:41 PM,5:11 PM,5:41 PM,6:11 PM,6:41 PM,7:11 PM
Goodwin Dr. at Orin Reid Park,0522,9:11 AM,9:41 AM,10:11 AM,10:41 AM,11:11 AM,11:41 AM,12:11 PM,12:41 PM,1:11 PM,1:41 PM,2:11 PM,2:41 PM,3:11 PM,3:41 PM,4:11 PM,4:41 PM,5:11 PM,5:41 PM,6:11 PM,6:41 PM,7:11 PM
Goodwin Dr. at Sinclair St.,0523,9:11 AM,9:41 AM,10:11 AM,10:41 AM,11:11 AM,11:41 AM,12:11 PM,12:41 PM,1:11 PM,1:41 PM,2:11 PM,2:41 PM,3:11 PM,3:41 PM,4:11 PM,4:41 PM,5:11 PM,5:41 PM,6:11 PM,6:41 PM,7:11 PM
Goodwin Dr. at Darling Cres. ,0524,9:11 AM,9:41 AM,10:11 AM,10:41 AM,11:11 AM,11:41 AM,12:11 PM,12:41 PM,1:11 PM,1:41 PM,2:11 PM,2:41 PM,3:11 PM,3:41 PM,4:11 PM,4:41 PM,5:11 PM,5:41 PM,6:11 PM,6:41 PM,7:11 PM
Goodwin Dr. at Eugene Dr. ,0525,9:11 AM,9:41 AM,10:11 AM,10:41 AM,11:11 AM,11:41 AM,12:11 PM,12:41 PM,1:11 PM,1:41 PM,2:11 PM,2:41 PM,3:11 PM,3:41 PM,4:11 PM,4:41 PM,5:11 PM,5:41 PM,6:11 PM,6:41 PM,7:11 PM
Farley Dr. at Porter Dr.,0526,9:11 AM,9:41 AM,10:11 AM,10:41 AM,11:11 AM,11:41 AM,12:11 PM,12:41 PM,1:11 PM,1:41 PM,2:11 PM,2:41 PM,3:11 PM,3:41 PM,4:11 PM,4:41 PM,5:11 PM,5:41 PM,6:11 PM,6:41 PM,7:11 PM
Pine Ridge Dr. at Periwinkle Way,0527,9:11 AM,9:41 AM,10:11 AM,10:41 AM,11:11 AM,11:41 AM,12:11 PM,12:41 PM,1:11 PM,1:41 PM,2:11 PM,2:41 PM,3:11 PM,3:41 PM,4:11 PM,4:41 PM,5:11 PM,5:41 PM,6:11 PM,6:41 PM,7:11 PM
Gordon St. at Lowes Rd.,0528,9:15 AM,9:45 AM,10:15 AM,10:45 AM,11:15 AM,11:45 AM,12:15 PM,12:45 PM,1:15 PM,1:45 PM,2:15 PM,2:45 PM,3:15 PM,3:45 PM,4:15 PM,4:45 PM,5:15 PM,5:45 PM,6:15 PM,6:45 PM,7:15 PM
Gordon St. at Continuing Education,0529,9:15 AM,9:45 AM,10:15 AM,10:45 AM,11:15 AM,11:45 AM,12:15 PM,12:45 PM,1:15 PM,1:45 PM,2:15 PM,2:45 PM,3:15 PM,3:45 PM,4:15 PM,4:45 PM,5:15 PM,5:45 PM,6:15 PM,6:45 PM, - 
Gordon St. at Arkell Rd. ,0530,9:15 AM,9:45 AM,10:15 AM,10:45 AM,11:15 AM,11:45 AM,12:15 PM,12:45 PM,1:15 PM,1:45 PM,2:15 PM,2:45 PM,3:15 PM,3:45 PM,4:15 PM,4:45 PM,5:15 PM,5:45 PM,6:15 PM,6:45 PM, - 
Gordon St. at Valley Rd.,0531,9:18 AM,9:48 AM,10:18 AM,10:48 AM,11:18 AM,11:48 AM,12:18 PM,12:48 PM,1:18 PM,1:48 PM,2:18 PM,2:48 PM,3:18 PM,3:48 PM,4:18 PM,4:48 PM,5:18 PM,5:48 PM,6:18 PM,6:48 PM, - 
Gordon St. at Landsdown Dr.,0532,9:18 AM,9:48 AM,10:18 AM,10:48 AM,11:18 AM,11:48 AM,12:18 PM,12:48 PM,1:18 PM,1:48 PM,2:18 PM,2:48 PM,3:18 PM,3:48 PM,4:18 PM,4:48 PM,5:18 PM,5:48 PM,6:18 PM,6:48 PM, - 
Gordon St. at Harts Lane,0533,9:18 AM,9:48 AM,10:18 AM,10:48 AM,11:18 AM,11:48 AM,12:18 PM,12:48 PM,1:18 PM,1:48 PM,2:18 PM,2:48 PM,3:18 PM,3:48 PM,4:18 PM,4:48 PM,5:18 PM,5:48 PM,6:18 PM,6:48 PM, - 
1030 Gordon St.,0534,9:18 AM,9:48 AM,10:18 AM,10:48 AM,11:18 AM,11:48 AM,12:18 PM,12:48 PM,1:18 PM,1:48 PM,2:18 PM,2:48 PM,3:18 PM,3:48 PM,4:18 PM,4:48 PM,5:18 PM,5:48 PM,6:18 PM,6:48 PM, - 
Gordon St. at Kortright Rd. ,0535,9:20 AM,9:50 AM,10:20 AM,10:50 AM,11:20 AM,11:50 AM,12:20 PM,12:50 PM,1:20 PM,1:50 PM,2:20 PM,2:50 PM,3:20 PM,3:50 PM,4:20 PM,4:50 PM,5:20 PM,5:50 PM,6:20 PM,6:50 PM, - 
Gordon St. at Hands Dr.,0536,9:20 AM,9:50 AM,10:20 AM,10:50 AM,11:20 AM,11:50 AM,12:20 PM,12:50 PM,1:20 PM,1:50 PM,2:20 PM,2:50 PM,3:20 PM,3:50 PM,4:20 PM,4:50 PM,5:20 PM,5:50 PM,6:20 PM,6:50 PM, - 
Gordon St. at Monticello Cres. ,0537,9:20 AM,9:50 AM,10:20 AM,10:50 AM,11:20 AM,11:50 AM,12:20 PM,12:50 PM,1:20 PM,1:50 PM,2:20 PM,2:50 PM,3:20 PM,3:50 PM,4:20 PM,4:50 PM,5:20 PM,5:50 PM,6:20 PM,6:50 PM, - 
University Centre,0538,9:30 AM,10:00 AM,10:30 AM,11:00 AM,11:30 AM,12:00 PM,12:30 PM,1:00 PM,1:30 PM,2:00 PM,2:30 PM,3:00 PM,3:30 PM,4:00 PM,4:30 PM,5:00 PM,5:30 PM,6:00 PM,6:30 PM,7:00 PM, - 
Gordon St. at Vet College,0539,9:30 AM,10:00 AM,10:30 AM,11:00 AM,11:30 AM,12:00 PM,12:30 PM,1:00 PM,1:30 PM,2:00 PM,2:30 PM,3:00 PM,3:30 PM,4:00 PM,4:30 PM,5:00 PM,5:30 PM,6:00 PM,6:30 PM,7:00 PM, - 
Gordon St. at Macdonald Stewart Art Centre,0540,9:33 AM,10:03 AM,10:33 AM,11:03 AM,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:33 PM,3:03 PM,3:33 PM,4:03 PM,4:33 PM,5:03 PM,5:33 PM,6:03 PM,6:33 PM,7:03 PM, - 
Gordon St. at Dormie Lane,0541,9:33 AM,10:03 AM,10:33 AM,11:03 AM,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:33 PM,3:03 PM,3:33 PM,4:03 PM,4:33 PM,5:03 PM,5:33 PM,6:03 PM,6:33 PM,7:03 PM, - 
Gordon St. at Water St.,0542,9:33 AM,10:03 AM,10:33 AM,11:03 AM,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:33 PM,3:03 PM,3:33 PM,4:03 PM,4:33 PM,5:03 PM,5:33 PM,6:03 PM,6:33 PM,7:03 PM, - 
Gordon St. at Wellington St.,0543,9:35 AM,10:05 AM,10:35 AM,11:05 AM,11:35 AM,12:05 PM,12:35 PM,1:05 PM,1:35 PM,2:05 PM,2:35 PM,3:05 PM,3:35 PM,4:05 PM,4:35 PM,5:05 PM,5:35 PM,6:05 PM,6:35 PM,7:05 PM, - 
Gordon St. at Harvey's,0544,9:35 AM,10:05 AM,10:35 AM,11:05 AM,11:35 AM,12:05 PM,12:35 PM,1:05 PM,1:35 PM,2:05 PM,2:35 PM,3:05 PM,3:35 PM,4:05 PM,4:35 PM,5:05 PM,5:35 PM,6:05 PM,6:35 PM,7:05 PM, - 
City Hall,0545,9:35 AM,10:05 AM,10:35 AM,11:05 AM,11:35 AM,12:05 PM,12:35 PM,1:05 PM,1:35 PM,2:05 PM,2:35 PM,3:05 PM,3:35 PM,4:05 PM,4:35 PM,5:05 PM,5:35 PM,6:05 PM,6:35 PM,7:05 PM, - 
Guelph Central Station,0546,9:40 AM,10:10 AM,10:40 AM,11:10 AM,11:40 AM,12:10 PM,12:40 PM,1:10 PM,1:40 PM,2:10 PM,2:40 PM,3:10 PM,3:40 PM,4:10 PM,4:40 PM,5:10 PM,5:40 PM,6:10 PM,6:40 PM,7:10 PM, - 
